STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GAL,GALMS,POSTMS,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB
AK,AK0097,002,AK0097-002,ESTHER GREENWALD LIBRARY,00,00,00,-135.4385608,58.1082582,02,105,33360,2082,43,3,2069,0200,0,0,street,DGL,POC,366 GARTEENI HIGHWAY,HOONAH,99829,M,SKAGWAY-ANGOON,9079453611,CE,NO,4184,R_14,0,R_14,1440,R_14,50,R_14,2015
AK,AK0099,002,AK0099-002,MOOSE PASS PUBLIC LIBRARY,00,00,15,-149.3684553,60.4873228,02,122,50190,57477,43,3,1311,0200,0,0,street,DGL,POC,38100 DEPOT ROAD,MOOSE PASS,99631,M,KENAI PENINSULA,9072883111,CE,NO,360,R_14,0,R_14,1352,R_14,52,R_14,2015
AK,AK0100,001,AK0100-002,TOP OF THE KUSKOKWIM COMMUNITY/SCHOOL LIBRARY,00,06,15,-154.377316,63.010723,02,290,54150,5547,43,4,2287,0200,0,0,postalcode-main,NCF,POC,9127 MAIN STREET,NIKOLAI,99691,M,YUKON-KOYUKUK,9072932427,CE,NO,1640,R_14,0,R_14,480,R_14,48,R_14,2015
AK,AK0101,002,AK0101-002,SAND POINT COMMUNITY/SCHOOL LIBRARY,00,00,00,-160.4813624,55.3533513,02,013,67020,3360,43,1,3195,0200,0,0,house,STD,NND,123 RED COVE ROAD,SAND POINT,99661,M,ALEUTIANS EAST,9073832393,CE,NO,1950,R_14,0,R_14,780,R_14,52,R_14,2015
AK,AK0102,002,AK0102-002,EGEGIK VILLAGE LIBRARY,00,00,15,-157.345234,58.210776,02,164,21150,1631,43,1,2425,0200,0,0,street,DGL,POC,289 AIRPORT ROAD,EGEGIK,99579,M,LAKE AND PENINSULA,9072332211,CE,NO,1500,R_14,0,R_14,1008,R_14,52,R_14,2015
AK,AK0103,002,AK0103-002,TRAPPER CREEK PUBLIC LIBRARY,00,00,00,-150.246221,62.3072213,02,170,78680,97882,43,1.01,1467,0200,11260,0,street,DGL,POC,8901 EAST DEVONSHIRE DRIVE,TRAPPER CREEK,99683,M,MATANUSKA-SUSITNA,9077331546,CE,NO,2762,R_14,0,R_14,1270,R_14,52,R_14,2015
AK,AK0104,002,AK0104-002,HOLY CROSS COMMUNITY/SCHOOL LIBRARY,00,00,15,-160.023886,62.057258,02,290,00000,5547,43,4,1238,0200,0,0,postalcode-main,NCF,POC,210 MAIN STREET,HOLY CROSS,99602,M,YUKON-KOYUKUK,9074767131,CE,NO,1450,R_14,0,R_14,480,R_14,48,R_14,2015
AK,AK0113,002,AK0113-002,OUZINKIE TRIBAL MEDIA CENTER,00,00,00,-152.4946421,57.9225351,02,150,58550,13986,42,1,2325,0200,0,0,street,DGL,POC,216 THIRD STREET,OUZINKIE,99644,M,KODIAK ISLAND,9076802323,CE,NO,600,R_14,0,R_14,2184,R_14,52,R_14,2015
AK,AK0114,002,AK0114-002,ST. GEORGE ISLAND SCHOOL/COMMUNITY LIBRARY,00,00,00,-169.616909,56.581679,02,016,65800,5750,43,1,1645,0200,0,0,postalcode-main,NCF,POC,NO. 1 ELEMENTARY SCHOOL ROAD,ST. GEORGE,99591,M,ALEUTIANS WEST,9075463337,CE,NO,900,R_14,0,R_14,672,R_14,48,R_14,2015
AK,AK0115,002,AK0115-002,UNALASKA PUBLIC LIBRARY,00,00,00,-166.5295673,53.8704886,02,016,80770,5750,43,2,2009,0200,0,0,house,STD,NND,64 ELEANOR DRIVE,UNALASKA,99685,M,ALEUTIANS WEST,9075815060,CE,NO,9400,R_14,0,R_14,3484,R_14,52,R_14,2015
AK,AK0116,001,AK0116-002,ANIAK PUBLIC LIBRARY,00,00,00,-156.70387,61.496996,02,050,00000,17868,43,3,2024,0200,0,0,postalcode-main,NCF,POC,270 RIVERFRONT DRIVE,ANIAK,99557,M,BETHEL,9076754435,CE,NO,400,R_14,0,R_14,1000,R_14,50,R_14,2015
AK,AK0117,001,AK0117-002,HYDER PUBLIC LIBRARY,00,00,00,-130.054261,55.9512325,02,198,34570,6396,43,3,1003,0200,0,0,street,DGL,POC,50 MAIN STREET,HYDER,99923,M,PR WALES-OUTER,2506369169,CE,NO,1200,R_14,0,R_14,1028,R_14,48,R_14,2015
AK,AK0120,001,AK0120-002,INNOKO RIVER COMMUNITY/SCHOOL AND TRIBAL LIBRARY,00,00,00,-159.837595,62.682486,02,290,00000,5547,43,4,1145,0200,0,0,postalcode-main,NCF,POC,101 PINE STREET,SHAGELUK,99665,M,YUKON-KOYUKUK,9074738206,CE,NO,512,R_14,0,R_14,1000,R_14,50,R_14,2015
AK,AK0121,001,AK0121-002,BLACKWELL COMMUNITY/SCHOOL LIBRARY,00,06,00,-159.72838,63.235938,02,290,00000,5547,43,4,1160,0200,0,0,postalcode-main,NCF,POC,100 WHITE SPRUCE TRAIL,ANVIK,99558,M,YUKON-KOYUKUK,9076636348,CE,NO,560,R_14,0,R_14,300,R_14,40,R_14,2015
AK,AK0122,001,AK0122-002,DAVID LOUIS COMMUNITY/SCHOOL LIBRARY,00,06,00,-159.676935,64.075022,02,290,00000,5547,43,4,1044,0200,0,0,postalcode-main,NCF,POC,DAVID LOUIS SCHOOL BUILDING,GRAYLING,99590,M,YUKON-KOYUKUK,9074535135,CE,NO,576,R_14,0,R_14,180,R_14,18,R_14,2015
AK,AK0124,001,AK0124-002,LAKE MINCHUMINA COMMUNITY LIBRARY,00,00,15,-152.427523,63.848952,02,290,00000,5547,43,4,2008,0200,0,0,postalcode-main,NCF,POC,123 FRONT STREET,LAKE MINCHUMINA,99757,M,YUKON-KOYUKUK,9076743112,CE,NO,1100,R_14,0,R_14,1029,R_14,49,R_14,2015
AK,AK0126,001,AK0126-002,IGIUGIG TRIBAL LIBRARY,00,00,00,-156.57377,58.748921,02,060,39630,957,43,1,1000,0200,0,0,postalcode-main,NCF,POC,1 AIRPORT WAY,IGIUGIG,99613,M,LAKE AND PENINSULA,9075333211,CE,NO,440,R_14,0,R_14,600,R_14,50,R_14,2015
AK,AK0127,001,AK0127-002,COFFMAN COVE COMMUNITY LIBRARY,00,00,00,-131.69729,55.357009,02,198,38970,6396,33,2,2023,0200,28540,1,postalcode-main,NCF,POC,108 NW DENALI ALLEY,COFFMAN COVE,99918,M,PR WALES-OUTER KE,9073292233,CE,NO,2480,R_14,0,R_14,1366,R_14,52,R_14,2015
AK,AK0130,001,AK0130-002,THORNE BAY PUBLIC LIBRARY,00,00,00,-132.5233422,55.6868741,02,198,77140,6396,43,1,2130,0200,0,0,street,DGL,POC,120 FREEMAN DRIVE,THORNE BAY,99919,M,PR WALES-OUTER KE,9078283303,CE,NO,1120,R_14,0,R_14,1443,R_14,50,R_14,2015
AK,AK0134,001,AK0134-001,WHALE PASS COMMUNITY LIBRARY,00,00,00,-133.1211057,56.1135692,02,198,84000,6396,43,1,1111,0200,0,0,street,STD,POC,BEACH ROAD LOT 3 BLOCK 14,WHALE PASS,99950,M,PR WALES-OUTER KE,9078465226,CE,NO,1500,R_14,0,R_14,638,R_14,50,R_14,2015
AK,AK0135,001,AK0135-001,TOGIAK PUBLIC LIBRARY AND CULTURAL CENTER,00,00,07,0,0,02,070,00000,4988,.,0,0,.,0,.,.,.,.,2 MAIN STREET,TOGIAK,99678,M,DILLINGHAM,9074935566,CE,M,1000,R_14,0,R_14,1560,R_14,52,R_14,2015
AK,AK0136,001,AK0136-001,SCAMMON BAY PUBLIC LIBRARY,00,00,00,-166.081432,61.534112,02,270,33470,8010,43,1,4080,0200,0,0,street,DGL,POC,103 MAIN STREET,SCAMMON BAY,99662,M,WADE HAMPTON,9075585400,CE,NO,220,R_14,0,R_14,1250,R_14,48,R_14,2015
AK,AK0137,001,AK0137-001,KLUKWAN COMMUNITY/SCHOOL LIBRARY,00,00,00,-135.448159,59.23259,02,100,31050,2566,43,1,3021,0200,0,0,street,DGL,POC,315 MISSION STREET,KLUKWAN,99827,M,HAINES,9077675551,CE,NO,1600,R_14,0,R_14,676,R_14,52,R_14,2015
AL,AL0001,003,AL0001-003,CARL ELLIOTT REGIONAL LIBRARY SYSTEM,00,00,00,-87.2739076,33.8333948,01,127,38416,65471,32,203,4037,0104,13820,0,house,STD,NND,98 18TH STREET EAST,JASPER,35501,5402,WALKER,2052212568,CE,NO,20000,R_14,0,R_14,2340,R_14,52,R_14,2015
AL,AL0002,002,100-001,ARLEY PUBLIC LIBRARY,00,00,00,-87.2234374,34.0500512,01,133,00000,24150,42,9655.02,2037,0104,0,0,house,STD,NND,6788 COUNTY ROAD 41,ARLEY,35541,M,WINSTON,2053870129,CE,NO,6000,R_14,0,R_14,1820,R_14,52,R_14,2015
AL,AL0005,002,100-002,DOUBLE SPRINGS PUBLIC LIBRARY,00,00,00,-87.3833998,34.1469989,01,133,21280,24150,43,9656,5047,0104,0,0,house,STD,NND,637 BLAKE DRIVE,DOUBLE SPRINGS,35553,M,WINSTON,2054892412,CE,NO,1500,R_14,0,R_14,2210,R_14,52,R_14,2015
AL,AL0006,002,100-004,HALEYVILLE PUBLIC LIBRARY,00,00,00,-87.623363,34.2263998,01,133,32704,24150,32,9658,5014,0104,0,0,house,STD,NND,913 20TH STREET,HALEYVILLE,35565,1323,WINSTON,2054867450,CE,NO,3600,R_14,0,R_14,2496,R_14,52,R_14,2015
AL,AL0007,002,100-005,JASPER PUBLIC LIBRARY,00,00,00,-87.2739076,33.8333948,01,127,38416,65471,32,203,4037,0104,13820,0,house,STD,NND,98 EAST 18TH STREET,JASPER,35501,5402,WALKER,2052218512,CE,NC,20000,R_14,0,R_14,2080,R_14,52,R_14,2015
AL,AL0009,002,100-006,SUMITON PUBLIC LIBRARY,00,00,00,-87.0495275,33.7495769,01,127,73848,65471,31,218,2028,0104,13820,0,house,STD,NND,416 STATE STREET,SUMITON,35148,4124,WALKER,2056487451,CE,NC,2500,R_14,0,R_14,2288,R_14,52,R_14,2015
AL,AL0010,002,100-008,CHEAHA REGIONAL LIBRARY,00,00,00,-85.5889203,33.6437581,01,029,33976,15080,42,9596,3008,0103,0,0,house,STD,NND,935 COLEMAN STREET,HEFLIN,36264,1359,CLEBURNE,2564637125,CE,NO,2200,R_14,0,R_14,2080,R_14,52,R_14,2015
AL,AL0010,006,AL0010-006,CHEAHA REGIONAL BOOKMOBILE,00,00,00,-85.5889203,33.6437581,01,029,33976,15080,42,9596,3008,0103,0,0,house,STD,NND,935 COLEMAN STREET,HEFLIN,36264,1359,CLEBURNE,2564637125,BS,NO,-3,U_14,2,R_14,1480,R_14,52,R_14,2015
AL,AL0011,002,101-000,ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY,00,00,00,-85.3706895,33.1495407,01,111,65040,22539,32,5,4003,0103,0,0,house,STD,NND,736 COLLEGE STREET,ROANOKE,36274,1617,RANDOLPH,3348632632,CE,NO,9000,R_14,0,R_14,2236,R_14,52,R_14,2015
AL,AL0012,002,101-001,ASHLAND CITY PUBLIC LIBRARY,00,00,00,-85.837242,33.274741,01,027,02860,13552,42,9590,2095,0103,0,0,postalcode-sub,PCR,POC,11 2ND AVENUE NORTH,ASHLAND,36251,M,CLAY,2563543427,CE,NO,4000,R_14,0,R_14,2008,R_14,52,R_14,2015
AL,AL0013,002,101-002,SYLACUGA - B. B. COMER MEMORIAL LIBRARY,00,00,00,-86.2507305,33.1718114,01,121,74352,81322,32,118,1056,0103,45180,1,house,STD,NND,314 NORTH BROADWAY AVENUE,SYLACAUGA,35150,2528,TALLADEGA,2562490961,CE,NO,39000,R_14,0,R_14,2600,R_14,52,R_14,2015
AL,AL0014,002,999-028,CHEROKEE COUNTY PUBLIC LIBRARY,00,00,00,-85.6763663,34.1493617,01,019,13648,26037,32,9559,1132,0103,0,0,house,STD,NND,310 MARY STREET,CENTRE,35960,2026,CHEROKEE,2569275838,CE,NO,10243,R_14,0,R_14,1990,R_14,52,R_14,2015
AL,AL0015,002,101-004,CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY,00,00,00,-86.3556694,33.2775588,01,121,14464,81322,32,113,4001,0103,45180,1,house,STD,NND,124 NINTH AVENUE SW,CHILDERSBURG,35044,1642,TALLADEGA,2563787239,CE,NO,9000,R_14,0,R_14,2490,R_14,52,R_14,2015
AL,AL0016,002,101-005,LINCOLN PUBLIC LIBRARY,00,00,00,-86.1235871,33.6044887,01,121,43120,81322,42,102.01,1115,0103,45180,1,house,STD,NND,49 COMPLEX DRIVE,LINCOLN,35096,3600,TALLADEGA,2057634080,CE,NO,2000,R_14,0,R_14,2113,R_14,52,R_14,2015
AL,AL0017,002,101-006,LINEVILLE PUBLIC LIBRARY,00,00,00,-85.7544585,33.3145941,01,027,43264,13552,42,9589,2119,0103,0,0,house,STD,NND,60119 HIGHWAY 49,LINEVILLE,36266,M,CLAY,2563965162,CE,NO,2367,R_14,0,R_14,1857,R_14,52,R_14,2015
AL,AL0018,002,101-007,HEFLIN - LUCILE MORGAN PUBLIC LIBRARY,00,00,00,-85.5878737,33.6437218,01,029,33976,15080,42,9596,3008,0103,0,0,house,STD,NND,541 ROSS STREET,HEFLIN,36264,1339,CLEBURNE,2564632259,CE,NO,2400,R_14,0,R_14,1214,R_14,52,R_14,2015
AL,AL0019,002,101-008,OXFORD PUBLIC LIBRARY,00,00,00,-85.8355168,33.6097203,01,015,57576,115916,13,12.01,2072,0103,11500,0,house,STD,NND,110 EAST 6TH STREET,OXFORD,36203,1628,CALHOUN,2568311750,CE,NC,25000,R_14,0,R_14,2236,R_14,52,R_14,2015
AL,AL0020,002,101-009,TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY,00,00,00,-86.0997635,33.4331188,01,121,74592,81322,32,109,2047,0103,45180,1,house,STD,NND,202 SOUTH STREET EAST,TALLADEGA,35160,2471,TALLADEGA,2563624211,CE,NO,24323,R_14,0,R_14,2384,R_14,52,R_14,2015
AL,AL0022,002,999-070,ABBEVILLE MEMORIAL LIBRARY,00,00,00,-85.2504667,31.5672929,01,067,00124,17190,42,302,3009,0102,20020,0,house,STD,NND,301 KIRKLAND STREET,ABBEVILLE,36310,2418,HENRY,3345852818,CE,NO,4862,R_14,0,R_14,2080,R_14,52,R_14,2015
AL,AL0023,003,999-033,ARITON - DOT LANEY MEMORIAL LIBRARY,03,00,00,-85.7194125,31.6001879,01,045,02428,49484,42,201,1016,0102,37120,1,house,STD,NND,30 WEST MAIN STREET,ARITON,36311,M,DALE,3347622463,CE,NC,-3,U_14,-3,U_14,-3,U_14,-3,U_14,2015
AL,AL0024,002,AL0023-003,HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY,00,00,00,-85.3419344,31.3523595,01,067,33856,17190,31,305,3073,0102,20020,0,house,STD,NND,17 PARK STREET,HEADLAND,36345,1747,HENRY,3346932706,CE,NO,4295,R_14,0,R_14,2236,R_14,52,R_14,2015
AL,AL0025,002,999-035,BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY,00,00,00,-85.8155105,31.7189493,01,109,10240,33389,42,1893,3028,0102,45980,1,house,STD,NND,164 SOUTH MAIN STREET,BRUNDIDGE,36010,1809,PIKE,3347352145,CE,NO,2299,R_14,0,R_14,2236,R_14,52,R_14,2015
AL,AL0026,002,999-061,OZARK - DALE COUNTY PUBLIC LIBRARY,00,00,00,-85.6327649,31.452208,01,045,57648,49484,31,205,2023,0102,37120,1,house,STD,NND,416 JAMES STREET,OZARK,36360,2082,DALE,3347745480,CE,NC,17604,R_14,0,R_14,2109,R_14,52,R_14,2015
AL,AL0029,002,999-079,CLIO - ELTON B. STEPHENS LIBRARY,00,00,00,-85.6120904,31.7087604,01,005,15640,26887,43,9504,3018,0102,0,0,house,STD,NND,17 SCHOOL STREET,CLIO,36017,2522,BARBOUR,-3,CE,NO,4880,R_14,0,R_14,990,R_14,52,R_14,2015
AL,AL0030,002,517-001,LOUISVILLE PUBLIC LIBRARY,00,00,00,-85.555864,31.782949,01,005,44344,26887,43,9503,1028,0102,0,0,postalcode-sub,PCR,POC,1951 MAIN STREET,LOUISVILLE,36048,M,BARBOUR,3342665210,CE,NO,3234,R_14,0,R_14,900,R_14,48,R_14,2015
AL,AL0031,002,517-003,MIDLAND CITY - MARY BERRY BROWN MEMORIAL LIBRARY,00,00,00,-85.523526,31.336223,01,045,00000,49484,41,214,1053,0102,37120,1,postalcode-sub,PCR,POC,1318 HINTON WATERS AVENUE,MIDLAND CITY,36350,M,DALE,3349839999,CE,NC,3176,R_14,0,R_14,1800,R_14,52,R_14,2015
AL,AL0032,002,999-077,NEWTON PUBLIC LIBRARY,00,00,00,-85.5968512,31.3319466,01,045,54480,49484,41,213,1063,0102,37120,1,house,STD,NND,209 OATES DRIVE,NEWTON,36352,4314,DALE,3342993316,CE,NC,1200,R_14,0,R_14,1560,R_14,51,R_14,2015
AL,AL0033,002,999-078,CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY,00,00,00,-85.458798,31.8845803,01,005,15376,26887,43,9502,3019,0102,0,0,house,STD,NND,45 NORTH MIDWAY STREET,CLAYTON,36016,M,BARBOUR,3347753506,CE,NO,4040,R_14,0,R_14,1250,R_14,52,R_14,2015
AL,AL0034,002,517-004,TROY PUBLIC LIBRARY,00,00,00,-85.9677353,31.8085334,01,109,76920,33389,33,1889,3027,0102,45980,1,house,STD,NND,500 EAST WALNUT STREET,TROY,36081,3404,PIKE,3345661314,CE,NO,11418,R_14,0,R_14,2600,R_14,52,R_14,2015
AL,AL0035,002,999-060,UNION SPRINGS PUBLIC LIBRARY,00,00,00,-85.7161121,32.1406206,01,011,77880,10764,32,9522,3089,0102,0,0,house,STD,NND,103 NORTH PRAIRIE STREET,UNION SPRINGS,36089,1616,BULLOCK,3347382760,CE,NO,4000,R_14,0,R_14,1560,R_14,52,R_14,2015
AL,AL0037,002,999-058,ANDALUSIA PUBLIC LIBRARY,00,00,00,-86.4829134,31.3068476,01,039,01708,37914,33,9621,1040,0102,0,0,house,STD,NND,212 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,3704,COVINGTON,3342226612,CE,NO,11745,R_14,0,R_14,2499,R_14,52,R_14,2015
AL,AL0038,002,103-001,BRANTLEY PUBLIC LIBRARY,00,00,00,-86.292382,31.579297,01,041,00000,13977,43,9638,1024,0102,0,0,postalcode-main,ABR,POC,10 MLK DRIVE,BRANTLEY,36009,M,CRENSHAW,3345278624,CE,NO,680,R_14,0,R_14,1100,R_14,52,R_14,2015
AL,AL0039,002,103-002,ELBA PUBLIC LIBRARY,00,00,00,-86.066332,31.414525,01,031,23296,50909,43,105,2058,0102,21460,1,addresspoint,STD,NND,406 SIMMONS STREET,ELBA,36323,1759,COFFEE,3348976921,CE,NO,5000,R_14,0,R_14,1992,R_14,52,R_14,2015
AL,AL0040,002,999-034,GENEVA - EMMA KNOX KENAN LIBRARY,00,14,00,-85.8650891,31.0362535,01,061,29464,26712,32,503,3030,0102,20020,0,house,STD,NND,312 SOUTH COMMERCE STREET,GENEVA,36340,2409,GENEVA,3346842459,CE,NO,2700,R_14,0,R_14,1764,R_14,51,R_14,2015
AL,AL0041,002,103-004,ENTERPRISE PUBLIC LIBRARY,00,00,00,-85.852791,31.314037,01,031,24184,50909,32,109,1022,0102,21460,1,addresspoint,STD,NND,101 EAST GRUBBS STREET,ENTERPRISE,36330,2531,COFFEE,3343472636,CE,NO,12000,R_14,0,R_14,2530,R_14,52,R_14,2015
AL,AL0042,002,999-041,FLORALA PUBLIC LIBRARY,00,00,00,-86.326526,31.020628,01,039,26848,37914,43,9630,2139,0102,0,0,postalcode-sub,PCR,POC,1214 FOURTH STREET,FLORALA,36442,3810,COVINGTON,3348583525,CE,NO,3200,R_14,0,R_14,1960,R_14,51,R_14,2015
AL,AL0043,002,103-006,HARTFORD - MCGREGOR-MCKINNEY PUBLIC LIBRARY,00,00,00,-85.6967458,31.0982684,01,061,33424,26712,42,504,5055,0102,20020,0,house,STD,NND,101 EAST FULTON STREET,HARTFORD,36344,1700,GENEVA,3345882384,CE,NO,2410,R_14,0,R_14,2248,R_14,51,R_14,2015
AL,AL0044,002,AL0043-002,LUVERNE PUBLIC LIBRARY,00,00,00,-86.2614088,31.7163308,01,041,44728,13977,43,9637,2035,0102,0,0,house,STD,NND,148 EAST THIRD STREET,LUVERNE,36049,1117,CRENSHAW,3343355326,CE,NO,5000,R_14,0,R_14,1793,R_14,52,R_14,2015
AL,AL0045,002,103-008,OPP PUBLIC LIBRARY,00,00,00,-86.2549763,31.3071062,01,039,57120,37914,41,9624,3020,0102,0,0,house,STD,NND,1604 NORTH MAIN STREET,OPP,36467,1424,COVINGTON,3344936423,CE,NO,8725,R_14,0,R_14,2080,R_14,52,R_14,2015
AL,AL0046,002,103-009,SAMSON PUBLIC LIBRARY,00,00,00,-86.045997,31.116736,01,061,67800,26712,43,501,4035,0102,20020,0,addresspoint,STD,NND,200 NORTH JOHNSON STREET,SAMSON,36477,2006,GENEVA,3348987806,CE,NO,900,R_14,0,R_14,1454,R_14,30,R_14,2015
AL,AL0047,002,103-010,SLOCOMB PUBLIC LIBRARY,00,00,00,-85.5936724,31.107025,01,061,71040,26712,42,505,3009,0102,20020,0,house,ADV,NND,134 SOUTH DALTON AVENUE,SLOCOMB,36375,M,GENEVA,3348869009,CE,NO,3528,R_14,0,R_14,1015,R_14,52,R_14,2015
AL,AL0048,002,103-011,HORSESHOE BEND REGIONAL LIBRARY,00,00,00,-85.7653961,32.8333469,01,123,19336,41165,42,9624,2024,0103,0,0,house,STD,NND,207 NORTH WEST STREET,DADEVILLE,36853,1355,TALLAPOOSA,2568259232,CE,NO,8300,R_14,0,R_14,1764,R_14,52,R_14,2015
AL,AL0048,008,AL0048-008,HORSESHOE BEND REGIONAL BOOKMOBILE,00,00,00,-85.7653961,32.8333469,01,123,19336,41165,42,9624,2024,0103,0,0,house,STD,NND,207 NORTH WEST STREET,DADEVILLE,36853,1355,TALLAPOOSA,2568259232,BS,CC,-3,U_14,1,R_14,585,R_14,52,R_14,2015
AL,AL0049,002,104-001,ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY,00,00,00,-85.9539223,32.9414721,01,123,01132,41165,32,9623,1062,0103,0,0,house,STD,NND,318 CHURCH STREET,ALEXANDER CITY,35010,2573,TALLAPOOSA,2562344644,CE,NO,10950,R_14,0,R_14,2400,R_14,50,R_14,2015
AL,AL0049,003,104-000,MAMIE'S PLACE,00,00,00,-85.9539294,32.9417413,01,123,01132,41165,32,9623,1062,0103,0,0,house,STD,NND,284 CHURCH STREET,ALEXANDER CITY,35010,2516,TALLAPOOSA,2563296796,BR,CC,3250,R_14,0,R_14,2496,R_14,52,R_14,2015
AL,AL0050,002,AL0049-003,DADEVILLE PUBLIC LIBRARY,00,00,00,-85.7653961,32.8333407,01,123,19336,41165,42,9624,2024,0103,0,0,house,STD,NND,205 NORTH WEST STREET,DADEVILLE,36853,1355,TALLAPOOSA,2568257820,CE,NO,1864,R_14,0,R_14,2028,R_14,52,R_14,2015
AL,AL0051,002,104-002,GOODWATER PUBLIC LIBRARY,00,00,00,-86.0524899,33.0638376,01,037,30640,10886,42,9610,3000,0106,45180,1,house,STD,NND,36 WEOGUFKA STREET,GOODWATER,35072,M,COOSA,2568395741,CE,NO,4600,R_14,0,R_14,2108,R_14,52,R_14,2015
AL,AL0052,002,104-003,AUBURN PUBLIC LIBRARY,00,00,00,-85.466363,32.6044107,01,081,03076,154255,13,403,2000,0103,12220,0,house,STD,NND,749 EAST THACH AVENUE,AUBURN,36830,5545,LEE,3345013190,CE,NO,34065,R_14,0,R_14,3430,R_14,52,R_14,2015
AL,AL0053,002,104-004,OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY,00,00,00,-85.3759494,32.649137,01,081,57048,154255,13,416,2035,0103,12220,0,house,STD,NND,200 SOUTH 6TH STREET,OPELIKA,36801,5030,LEE,3347055380,CE,NO,10000,R_14,0,R_14,3500,R_14,52,R_14,2015
AL,AL0054,002,104-005,MILLBROOK PUBLIC LIBRARY,00,00,00,-86.3620007,32.4767889,01,051,48712,80977,21,313,2003,0102,33860,0,house,STD,NND,3650 GRANDVIEW ROAD,MILLBROOK,36054,3262,ELMORE,3342856688,CE,NC,6000,R_14,0,R_14,2801,R_14,52,R_14,2015
AL,AL0055,002,104-006,ROCKFORD PUBLIC LIBRARY,00,00,00,-86.162362,32.894112,01,037,00000,10886,42,9612,1000,0106,45180,1,postalcode-sub,PCR,POC,9688 US HWY 231,ROCKFORD,35136,M,COOSA,2563774911,CE,NO,820,R_14,0,R_14,2550,R_14,52,R_14,2015
AL,AL0056,002,104-007,TALLASSEE COMMUNITY PUBLIC LIBRARY,00,00,00,-85.8792243,32.5401591,01,123,74688,41165,32,9627,5007,0103,0,0,house,STD,NND,99 FREEMAN AVENUE,TALLASSEE,36078,2035,TALLAPOOSA,3342833732,CE,NO,5619,R_14,0,R_14,2350,R_14,52,R_14,2015
AL,AL0057,002,104-008,WETUMPKA PUBLIC LIBRARY,00,00,00,-86.205711,32.535896,01,051,81720,80977,31,308,1024,0102,33860,0,addresspoint,STD,NND,212 SOUTH MAIN STREET,WETUMPKA,36092,2748,ELMORE,3345671308,CE,NO,7000,R_14,0,R_14,2854,R_14,52,R_14,2015
AL,AL0059,002,104-009,FLORENCE - LAUDERDALE PUBLIC LIBRARY,00,00,00,-87.6746533,34.8035633,01,077,26896,93096,13,106,4013,0105,22520,0,house,STD,NND,350 NORTH WOOD AVENUE,FLORENCE,35630,4709,LAUDERDALE,2567646564,CE,CC,42798,R_14,0,R_14,2754,R_14,52,R_14,2015
AL,AL0060,002,516-001,TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY,00,00,00,-87.7034975,34.7365408,01,033,77280,54543,23,205,3003,0104,22520,0,house,STD,NND,511 NORTH MAIN STREET,TUSCUMBIA,35674,2059,COLBERT,2563837065,CE,NC,10350,R_14,0,R_14,1924,R_14,52,R_14,2015
AL,AL0061,002,999-039,LEIGHTON PUBLIC LIBRARY,00,00,00,-87.5289566,34.700231,01,033,42160,54543,41,208.02,3055,0104,22520,0,house,STD,NND,8740 MAIN STREET,LEIGHTON,35646,3701,COLBERT,2564465380,CE,NO,1900,R_14,0,R_14,802,R_14,52,R_14,2015
AL,AL0062,002,999-042,MUSCLE SHOALS PUBLIC LIBRARY,00,00,00,-87.645404,34.7444578,01,033,53016,54543,13,207.03,1006,0104,22520,0,house,STD,NND,1918 EAST AVALON AVENUE,MUSCLE SHOALS,35661,3120,COLBERT,2563869212,CE,NC,15800,R_14,0,R_14,2193,R_14,51,R_14,2015
AL,AL0063,002,999-050,ROGERSVILLE PUBLIC LIBRARY,00,00,00,-87.2920732,34.8242352,01,077,66216,93096,42,118.02,2028,0105,22520,0,house,STD,NND,74 BANK STREET,ROGERSVILLE,35652,7609,LAUDERDALE,2562470151,CE,NC,6800,R_14,0,R_14,2080,R_14,52,R_14,2015
AL,AL0064,002,516-004,SHEFFIELD PUBLIC LIBRARY,00,00,00,-87.6985416,34.7614588,01,033,69648,54543,23,202,1107,0104,22520,0,house,STD,NND,316 NORTH MONTGOMERY AVENUE,SHEFFIELD,35660,2709,COLBERT,2563865633,CE,NC,13000,R_14,0,R_14,2000,R_14,52,R_14,2015
