GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO6E001,AUO7E001,AUO7E002,AUO7E003,AUO7E004,AUO7E005,AUO7E006,AUO7E007,AUO7E008,AUO7E009,AUO7E010,AUQ8E001,AUQ8E002,AUQ8E003,AUQ8E004,AUQ8E005,AUQ8E006,AUQ8E007,AUQ8E008,AUQ8E009,AUQ8E010,AUQ8E011,AUQ8E012,AUQ8E013,AUQ8E014,AUQ8E015,AUQ8E016,AUQ8E017,AUQ8E018,AUQ8E019,AUQ8E020,AUQ8E021,AUQ8E022,AUQ8E023,AUQ8E024,AUQ8E025,AURUE001,NAME_M,AUO6M001,AUO7M001,AUO7M002,AUO7M003,AUO7M004,AUO7M005,AUO7M006,AUO7M007,AUO7M008,AUO7M009,AUO7M010,AUQ8M001,AUQ8M002,AUQ8M003,AUQ8M004,AUQ8M005,AUQ8M006,AUQ8M007,AUQ8M008,AUQ8M009,AUQ8M010,AUQ8M011,AUQ8M012,AUQ8M013,AUQ8M014,AUQ8M015,AUQ8M016,AUQ8M017,AUQ8M018,AUQ8M019,AUQ8M020,AUQ8M021,AUQ8M022,AUQ8M023,AUQ8M024,AUQ8M025,AURUM001
"G0100930","2020-2024","AL",,,"Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01093",,,"01093","Marion County, Alabama",29184,29184,26364,1024,181,86,18,348,1163,523,640,20856,282,0,0,3,29,41,18,35,160,234,314,342,668,846,580,6651,1407,1722,2536,2222,1716,854,76,120,50088,"Marion County, Alabama",-555555555,-555555555,339,129,197,38,30,202,294,284,147,141,141,25,25,5,40,54,31,39,89,116,103,114,211,244,198,528,244,337,347,397,281,209,51,80,4308
"G0100950","2020-2024","AL",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01095",,,"01095","Marshall County, Alabama",99748,99748,78468,2591,1321,606,73,8988,7701,5038,2663,65581,2060,8,0,77,53,108,127,88,540,278,1089,1428,1409,1426,1245,16953,4183,4497,8083,7800,9443,3450,849,387,62571,"Marshall County, Alabama",-555555555,-555555555,658,352,656,82,92,1035,808,755,423,109,251,12,31,64,49,60,70,66,179,172,265,270,238,206,243,914,470,518,606,569,669,340,204,118,2999
"G0100970","2020-2024","AL",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01097",,,"01097","Mobile County, Alabama",412590,412590,229432,147984,1747,8896,119,5863,18549,6718,11831,280484,3124,7,40,84,74,125,134,214,376,647,2404,4207,5305,7848,5296,79579,14458,15360,43759,24600,46976,19053,4424,2390,58880,"Mobile County, Alabama",-555555555,-555555555,833,1274,378,357,94,1129,1585,972,1260,94,485,12,49,79,66,85,87,142,198,210,389,555,717,1009,621,2231,944,882,1780,1449,1712,1073,530,402,1273
"G0100990","2020-2024","AL",,,"Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01099",,,"01099","Monroe County, Alabama",19388,19388,10390,8127,169,73,26,45,558,14,544,13443,314,0,0,0,0,13,0,0,32,30,100,284,536,533,299,5576,639,577,1916,1025,845,614,65,45,42292,"Monroe County, Alabama",-555555555,-555555555,12,205,62,37,47,47,199,15,201,215,182,21,21,21,21,28,21,21,36,36,61,167,212,209,164,519,144,146,298,282,186,194,45,39,5982
"G0101010","2020-2024","AL",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01101",,,"01101","Montgomery County, Alabama",226718,226718,69213,133799,604,7757,35,3925,11385,4930,6455,150322,1973,6,89,34,24,112,18,220,418,502,1340,2390,3153,3544,2371,32943,6482,8228,23266,11404,29477,16093,3390,2845,59386,"Montgomery County, Alabama",-555555555,-555555555,777,952,381,376,37,844,1274,1012,1014,25,360,26,106,39,38,78,18,103,151,154,321,582,566,590,440,1334,751,747,1459,1169,1729,1001,500,500,1569
"G0101030","2020-2024","AL",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01103",,,"01103","Morgan County, Alabama",124471,124471,91891,16241,1007,760,252,5804,8516,4421,4095,85362,2048,53,18,0,135,157,51,195,435,210,1406,1104,2152,2317,1775,21646,4782,6877,12422,7712,12919,5297,1008,643,68845,"Morgan County, Alabama",-555555555,-555555555,781,697,435,151,326,1048,985,842,587,110,485,60,32,31,138,112,57,147,166,109,340,278,386,582,340,1089,482,578,1026,721,916,568,239,182,3210
"G0101050","2020-2024","AL",,,"Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01105",,,"01105","Perry County, Alabama",8031,8031,2236,5720,0,5,0,12,58,4,54,5271,36,0,0,0,0,0,3,2,17,31,53,169,234,167,178,2061,148,130,846,365,498,245,29,59,37654,"Perry County, Alabama",-555555555,-555555555,19,71,19,13,19,26,63,8,62,182,34,19,19,19,19,19,7,5,21,39,66,99,123,82,168,387,98,75,265,156,163,92,46,64,3718
"G0101070","2020-2024","AL",,,"Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01107",,,"01107","Pickens County, Alabama",18721,18721,10468,7663,61,10,0,71,448,44,404,13516,394,0,0,0,14,1,0,13,229,3,207,383,109,385,251,5132,1032,754,1659,1182,1097,483,144,44,46274,"Pickens County, Alabama",-555555555,-555555555,86,211,50,21,21,62,167,48,165,196,123,21,21,21,21,5,21,11,138,5,109,138,61,173,74,498,183,193,266,244,212,129,79,38,2486
"G0101090","2020-2024","AL",,,"Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01109",,,"01109","Pike County, Alabama",32987,32987,18356,12275,104,622,34,248,1348,365,983,19373,297,40,0,0,17,7,7,17,93,161,160,260,507,632,398,5179,1064,1510,2216,1380,3261,1629,194,344,48677,"Pike County, Alabama",-555555555,-555555555,279,234,68,91,35,180,335,239,272,100,105,44,28,28,25,19,9,28,92,88,76,106,146,161,118,416,216,256,306,251,340,324,135,132,5631
"G0101110","2020-2024","AL",,,"Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01111",,,"01111","Randolph County, Alabama",22510,22510,17027,3496,35,128,0,240,1584,441,1143,15868,219,0,0,0,0,5,2,19,168,132,252,475,413,542,175,4653,1333,907,1763,1897,1721,974,157,61,52338,"Randolph County, Alabama",-555555555,-555555555,227,333,29,74,25,127,384,189,337,144,92,25,25,25,25,7,5,27,78,97,121,160,124,191,70,432,277,211,261,349,297,273,73,52,6218
"G0101130","2020-2024","AL",,,"Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01113",,,"01113","Russell County, Alabama",58811,58811,26947,26810,76,316,8,840,3814,1548,2266,39900,762,15,0,0,164,14,52,35,27,382,246,570,986,909,1017,10533,2445,3362,6832,4288,4907,1822,247,285,51197,"Russell County, Alabama",-555555555,-555555555,340,529,70,88,14,301,588,281,495,178,216,26,31,31,108,16,51,33,40,190,96,242,310,220,284,798,441,583,661,565,617,375,93,130,3129
"G0101150","2020-2024","AL",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01115",,,"01115","St. Clair County, Alabama",94166,94166,78776,9575,337,537,85,1466,3390,1117,2273,66307,912,0,0,0,0,47,37,56,243,271,1135,1109,1496,1594,1182,18588,3983,4980,10364,6135,9566,3823,417,369,77463,"St. Clair County, Alabama",-555555555,-555555555,284,494,122,206,99,430,667,348,522,240,291,31,31,31,31,44,59,82,110,105,354,258,336,364,299,1012,538,470,872,641,761,593,165,141,4349
"G0101170","2020-2024","AL",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01117",,,"01117","Shelby County, Alabama",230211,230211,173778,31044,418,5042,92,7321,12516,6881,5635,158564,1295,65,2,0,31,21,115,155,484,315,420,1092,1337,1220,2098,27515,4812,9784,20829,12695,48713,19191,4020,2355,97961,"Shelby County, Alabama",-555555555,-555555555,1100,644,146,342,69,1023,1236,1065,771,36,297,59,4,31,34,22,93,142,183,156,148,308,418,278,344,1218,589,707,1013,1242,1510,1069,512,482,3160
"G0101190","2020-2024","AL",,,"Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01119",,,"01119","Sumter County, Alabama",11878,11878,3097,8097,13,32,0,8,631,78,553,6991,36,1,0,0,0,40,0,27,2,2,73,8,134,427,205,2290,177,772,981,487,666,474,80,109,33310,"Sumter County, Alabama",-555555555,-555555555,92,251,20,41,21,20,251,55,254,202,40,3,21,21,21,40,21,36,4,3,56,13,121,203,89,291,94,231,205,154,196,131,46,69,6329
"G0101210","2020-2024","AL",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01121",,,"01121","Talladega County, Alabama",81021,81021,50485,24143,118,480,15,1264,4516,574,3942,58163,856,0,0,0,8,30,11,142,205,298,911,1084,1739,1708,1178,17468,3639,4507,9416,5348,5098,3288,623,606,57776,"Talladega County, Alabama",-555555555,-555555555,265,661,110,113,28,348,701,250,682,158,245,31,31,31,17,42,19,100,141,145,315,282,383,310,247,1049,492,542,844,611,582,558,186,263,2457
"G0101230","2020-2024","AL",,,"Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01123",,,"01123","Tallapoosa County, Alabama",40938,40938,27854,9587,102,260,0,518,2617,1020,1597,29852,508,0,0,5,27,74,67,13,129,25,316,361,582,931,824,8233,1716,2237,4700,3036,3960,1445,419,244,59356,"Tallapoosa County, Alabama",-555555555,-555555555,191,688,92,22,28,250,687,464,501,74,153,28,28,8,42,71,27,4,51,22,146,133,165,231,196,576,297,426,500,371,472,283,130,100,4275
"G0101250","2020-2024","AL",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01125",,,"01125","Tuscaloosa County, Alabama",237552,237552,142821,73434,817,3964,17,3815,12684,5242,7442,144243,1770,38,0,6,0,337,101,16,555,366,605,1427,2168,2439,2429,34256,5939,9470,21329,14694,26421,12921,2439,4517,66231,"Tuscaloosa County, Alabama",-555555555,-555555555,821,1037,356,357,57,1042,1406,1011,1067,170,419,41,31,10,31,226,104,22,256,174,241,338,431,419,404,1453,608,785,1301,1157,1434,939,366,697,2331
"G0101270","2020-2024","AL",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01127",,,"01127","Walker County, Alabama",64841,64841,56363,4076,77,299,0,1493,2533,1316,1217,44765,688,71,0,0,81,207,18,69,140,201,608,1218,1468,1387,903,13416,2433,2888,7028,4528,4265,2212,636,300,56509,"Walker County, Alabama",-555555555,-555555555,530,243,63,67,31,546,609,576,249,201,170,82,31,31,69,160,23,64,67,112,159,260,312,311,266,759,327,462,694,623,491,449,214,125,3563
"G0101290","2020-2024","AL",,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01129",,,"01129","Washington County, Alabama",15143,15143,9973,3643,1011,27,0,53,436,73,363,10671,87,0,0,0,0,0,6,19,21,24,61,149,197,319,227,3999,544,846,1371,991,958,605,167,80,61042,"Washington County, Alabama",-555555555,-555555555,109,90,177,25,21,81,209,59,201,245,44,21,21,21,21,21,10,23,30,23,47,87,86,159,123,407,153,232,362,275,260,168,116,67,9610
"G0101310","2020-2024","AL",,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01131",,,"01131","Wilcox County, Alabama",10172,10172,2801,7121,3,1,0,0,246,6,240,6951,334,0,0,0,0,5,13,0,15,22,28,99,253,226,297,2712,139,422,997,489,486,346,50,18,40640,"Wilcox County, Alabama",-555555555,-555555555,10,111,4,5,21,21,110,10,110,226,111,21,21,21,21,7,16,21,25,31,23,68,111,90,112,332,73,128,250,143,126,124,43,24,7684
"G0101330","2020-2024","AL",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US01133",,,"01133","Winston County, Alabama",23682,23682,21573,237,78,73,0,475,1246,629,617,17059,411,0,0,0,0,4,18,32,189,235,373,462,1134,601,372,5400,1063,1219,1680,1431,1485,857,67,26,57256,"Winston County, Alabama",-555555555,-555555555,363,169,101,33,25,181,289,319,154,151,132,25,25,25,25,8,25,38,87,115,131,155,250,184,129,415,238,221,304,238,220,174,47,26,6440
"G0200130","2020-2024","AK",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02013",,,"02013","Aleutians East Borough, Alaska",3491,3491,606,108,1395,664,27,201,490,124,366,2594,45,0,0,0,0,1,0,4,7,23,47,27,46,81,60,861,71,132,445,270,318,127,20,9,65365,"Aleutians East Borough, Alaska",-555555555,-555555555,162,87,143,210,17,158,185,192,89,181,61,10,10,10,10,4,10,7,6,30,20,16,25,37,188,148,41,81,104,143,113,57,30,10,9920
"G0200160","2020-2024","AK",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02016",,,"02016","Aleutians West Census Area, Alaska",5235,5235,1276,369,435,2079,87,378,611,257,354,4201,58,0,0,0,3,0,0,12,120,0,9,39,21,39,92,1259,237,174,954,432,612,115,24,1,135500,"Aleutians West Census Area, Alaska",-555555555,-555555555,14,196,72,175,53,102,156,96,118,101,44,15,15,15,7,15,15,16,70,15,18,45,22,43,73,216,128,79,173,104,131,48,36,3,14096
"G0200200","2020-2024","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02020",,,"02020","Anchorage Municipality, Alaska",288976,288976,164037,14485,21074,28797,9050,9304,42229,9413,32816,192864,2140,76,37,51,79,111,220,134,303,388,395,939,1417,1666,3396,38352,8034,14023,31135,15419,45794,20051,5702,3002,103284,"Anchorage Municipality, Alaska",-555555555,-555555555,1228,1101,1396,1252,500,1105,2548,1212,2212,-555555555,426,42,45,52,70,94,207,110,132,253,168,250,346,408,541,1715,783,999,1496,1063,1617,1253,556,438,2702
"G0200500","2020-2024","AK",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02050",,,"02050","Bethel Census Area, Alaska",18394,18394,1529,228,15445,289,0,62,841,61,780,10133,32,3,3,3,17,46,70,20,15,89,334,220,377,491,84,3908,954,590,1156,425,800,385,101,10,73996,"Bethel Census Area, Alaska",-555555555,-555555555,26,14,170,9,16,43,171,43,159,67,16,4,4,5,12,17,35,11,10,42,68,44,81,69,47,191,99,88,175,102,176,101,72,7,3210
"G0200600","2020-2024","AK",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02060",,,"02060","Bristol Bay Borough, Alaska",918,918,447,5,194,92,11,17,152,17,135,736,4,0,0,0,0,0,0,0,0,0,5,1,2,5,4,183,84,87,157,50,126,25,0,3,95625,"Bristol Bay Borough, Alaska",88,88,81,6,44,86,15,32,40,17,40,69,4,10,10,10,10,10,10,10,10,10,5,2,3,5,4,89,64,76,34,25,109,14,10,7,23629
"G0200630","2020-2024","AK",,,"Alaska","02","Chugach Census Area","063",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02063",,,"02063","Chugach Census Area, Alaska",6862,6862,4872,106,345,348,55,216,920,187,733,4811,10,3,7,0,0,0,0,0,0,1,0,10,42,50,54,1085,270,461,706,601,914,504,61,32,90509,"Chugach Census Area, Alaska",-555555555,-555555555,167,81,103,99,18,92,218,112,172,125,12,7,10,15,15,15,15,15,15,5,15,12,33,46,40,177,74,146,133,179,182,157,53,28,6779
"G0200660","2020-2024","AK",,,"Alaska","02","Copper River Census Area","066",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02066",,,"02066","Copper River Census Area, Alaska",2626,2626,1405,5,820,20,18,22,336,112,224,1835,12,0,0,0,0,4,0,0,1,14,34,30,50,25,4,434,98,109,459,132,290,111,17,11,79250,"Copper River Census Area, Alaska",-555555555,-555555555,134,10,130,17,19,32,88,66,79,108,14,10,10,10,10,8,10,10,2,11,23,24,40,16,5,89,45,37,75,48,81,52,15,7,16995
"G0200680","2020-2024","AK",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02068",,,"02068","Denali Borough, Alaska",1969,1969,1444,53,57,43,19,117,236,13,223,1563,20,0,0,0,0,0,0,2,0,4,3,2,4,79,2,670,39,25,190,108,289,107,17,2,80781,"Denali Borough, Alaska",81,81,417,129,53,56,54,246,108,24,98,71,58,10,10,10,10,10,10,3,10,6,7,3,11,224,3,488,34,15,70,74,112,85,15,5,19953
"G0200700","2020-2024","AK",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02070",,,"02070","Dillingham Census Area, Alaska",4724,4724,725,32,3361,86,14,10,496,31,465,2849,15,0,0,2,0,19,3,8,5,12,34,43,51,91,33,1035,170,180,381,228,392,120,24,3,78533,"Dillingham Census Area, Alaska",-555555555,-555555555,27,82,161,30,56,10,156,25,154,54,10,10,10,3,10,9,6,7,7,10,17,33,21,26,15,120,426,39,77,298,134,151,20,9,6466
"G0200900","2020-2024","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02090",,,"02090","Fairbanks North Star Borough, Alaska",95460,95460,65695,3916,5931,2718,653,2309,14238,4101,10137,61502,427,0,0,14,0,73,46,19,22,198,100,283,455,775,819,13300,3058,4705,10147,6721,12423,5756,799,1362,88267,"Fairbanks North Star Borough, Alaska",-555555555,-555555555,650,531,676,314,94,508,1080,665,976,143,161,24,24,15,24,72,65,32,20,161,89,102,146,300,302,1102,523,594,904,834,994,697,241,406,4639
"G0201000","2020-2024","AK",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02100",,,"02100","Haines Borough, Alaska",2086,2086,1515,12,129,125,0,27,278,17,261,1583,3,0,0,0,0,0,0,0,7,0,3,0,0,4,11,365,89,94,335,132,319,191,19,11,86927,"Haines Borough, Alaska",-555555555,-555555555,133,24,46,90,10,33,114,21,111,129,4,10,10,10,10,10,10,10,14,10,4,10,10,4,12,119,72,45,88,53,94,57,18,15,19742
"G0201050","2020-2024","AK",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02105",,,"02105","Hoonah-Angoon Census Area, Alaska",2311,2311,1144,14,607,61,9,61,415,70,345,1771,0,0,0,0,0,0,1,4,0,0,8,28,34,18,13,517,78,76,380,178,311,91,18,16,61406,"Hoonah-Angoon Census Area, Alaska",-555555555,-555555555,119,21,94,54,14,74,82,54,73,84,10,10,10,10,10,10,3,5,10,10,7,14,23,14,13,87,37,32,85,59,112,24,14,13,6154
"G0201100","2020-2024","AK",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02110",,,"02110","Juneau City and Borough, Alaska",31794,31794,19888,226,2786,2383,424,437,5650,1121,4529,22748,156,0,0,0,2,0,0,11,25,16,19,10,322,324,206,3632,1061,1367,3883,2333,5840,2397,656,488,101661,"Juneau City and Borough, Alaska",-555555555,-555555555,325,75,400,265,41,141,560,283,507,115,110,22,22,22,5,22,22,21,41,18,18,15,215,119,123,517,248,286,479,452,548,362,184,191,7108
"G0201220","2020-2024","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02122",,,"02122","Kenai Peninsula Borough, Alaska",60413,60413,47520,364,3775,1110,176,1136,6332,1458,4874,42942,247,0,0,0,6,3,30,43,68,105,181,287,320,528,474,10392,3122,3025,7433,3892,8357,3342,669,418,80538,"Kenai Peninsula Borough, Alaska",-555555555,-555555555,341,68,400,157,43,299,549,340,408,111,104,24,24,24,9,4,23,39,64,61,78,106,94,152,126,578,390,343,636,386,516,387,181,105,5216
"G0201300","2020-2024","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02130",,,"02130","Ketchikan Gateway Borough, Alaska",13768,13768,8602,66,1734,1220,15,162,1969,435,1534,9970,49,0,0,0,0,0,7,0,5,0,34,26,100,127,84,2472,540,898,2087,806,1782,691,108,154,92885,"Ketchikan Gateway Borough, Alaska",-555555555,-555555555,168,39,167,85,20,87,253,145,211,76,34,16,16,16,16,16,12,16,14,16,27,23,52,63,40,197,124,157,239,131,219,134,54,71,5657
"G0201500","2020-2024","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02150",,,"02150","Kodiak Island Borough, Alaska",12771,12771,6268,87,1336,2835,18,243,1984,748,1236,8425,26,1,3,0,19,59,25,117,1,11,8,98,133,57,57,2003,331,709,1589,763,1648,581,71,115,86250,"Kodiak Island Borough, Alaska",-555555555,-555555555,361,84,171,210,20,126,441,375,281,233,111,3,7,16,29,79,34,133,4,13,9,110,117,39,55,289,159,198,206,220,285,206,69,78,10148
"G0201580","2020-2024","AK",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02158",,,"02158","Kusilvak Census Area, Alaska",8176,8176,245,79,7033,22,6,9,782,102,680,3930,5,0,0,3,0,18,0,9,19,25,64,140,140,240,123,1771,199,267,556,124,181,45,1,0,51471,"Kusilvak Census Area, Alaska",-555555555,-555555555,8,142,149,23,7,12,199,134,136,13,5,15,15,4,15,9,15,9,11,12,24,68,33,48,112,164,45,54,86,30,151,28,3,15,6179
"G0201640","2020-2024","AK",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02164",,,"02164","Lake and Peninsula Borough, Alaska",1013,1013,174,14,455,19,0,2,349,8,341,692,0,0,0,0,0,2,0,0,1,2,12,9,14,4,11,194,149,36,84,61,83,29,0,1,65625,"Lake and Peninsula Borough, Alaska",81,81,140,15,69,44,10,5,175,8,176,58,10,10,10,10,10,4,10,10,2,3,8,9,9,5,32,98,172,13,22,75,46,12,10,5,6339
"G0201700","2020-2024","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02170",,,"02170","Matanuska-Susitna Borough, Alaska",112988,112988,87162,1308,6317,1885,467,1769,14080,3535,10545,74849,427,0,15,0,25,17,8,24,48,96,364,491,578,1328,1002,19997,5047,5661,12609,8844,11781,4972,977,538,94031,"Matanuska-Susitna Borough, Alaska",-555555555,-555555555,526,153,492,212,86,355,666,480,602,119,135,24,16,24,25,18,12,24,29,53,97,136,125,215,190,751,427,497,730,564,617,418,204,135,2542
"G0201800","2020-2024","AK",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02180",,,"02180","Nome Census Area, Alaska",9866,9866,1354,63,7301,172,0,28,948,76,872,5513,13,0,0,0,1,4,3,2,23,11,88,74,143,172,24,2397,327,444,825,192,434,257,51,28,78681,"Nome Census Area, Alaska",-555555555,-555555555,23,53,174,35,15,18,181,51,173,116,14,15,15,15,2,4,4,3,28,10,27,26,36,45,11,136,64,72,170,61,77,63,31,26,4699
"G0201850","2020-2024","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02185",,,"02185","North Slope Borough, Alaska",10810,10810,3401,194,5413,598,210,110,884,157,727,7135,13,0,0,0,0,9,0,0,46,37,16,141,177,251,216,2730,306,467,1021,589,691,309,81,35,95694,"North Slope Borough, Alaska",-555555555,-555555555,49,129,187,84,16,58,249,73,230,166,11,16,16,16,16,11,16,16,44,35,12,49,79,91,98,292,102,166,213,155,184,109,51,44,16311
"G0201880","2020-2024","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02188",,,"02188","Northwest Arctic Borough, Alaska",7441,7441,726,42,5997,116,10,31,519,73,446,4007,14,0,0,3,10,3,18,8,8,40,51,106,128,163,36,1525,332,265,705,166,259,86,75,6,84018,"Northwest Arctic Borough, Alaska",-555555555,-555555555,43,69,111,43,14,34,85,52,93,25,15,15,15,4,11,4,11,7,8,18,22,26,29,32,14,98,136,47,121,81,71,28,83,10,4761
"G0201950","2020-2024","AK",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02195",,,"02195","Petersburg Borough, Alaska",3409,3409,2160,45,261,424,8,121,390,95,295,2502,78,0,2,0,2,0,12,0,2,5,12,20,31,26,48,687,77,213,455,186,443,182,16,5,75125,"Petersburg Borough, Alaska",-555555555,-555555555,167,44,90,109,11,76,80,54,80,120,70,10,6,10,4,10,16,10,3,7,11,37,16,19,43,110,30,75,80,76,113,51,14,4,14547
"G0201980","2020-2024","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02198",,,"02198","Prince of Wales-Hyder Census Area, Alaska",5715,5715,2503,14,2107,123,38,27,903,70,833,4113,0,0,6,0,0,3,7,0,0,13,19,37,67,118,66,1316,278,248,1005,316,410,174,18,12,61156,"Prince of Wales-Hyder Census Area, Alaska",-555555555,-555555555,24,10,111,22,9,19,115,19,116,20,15,15,7,15,15,6,7,15,15,12,13,29,26,34,22,120,52,46,105,62,60,39,10,13,4165
"G0202200","2020-2024","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02220",,,"02220","Sitka City and Borough, Alaska",8368,8368,4901,42,641,720,102,164,1798,515,1283,6125,29,0,6,0,0,0,9,2,33,19,14,13,17,132,43,1260,248,562,1098,541,1297,584,129,89,101727,"Sitka City and Borough, Alaska",-555555555,-555555555,145,39,103,68,85,100,187,129,137,61,22,15,7,15,15,15,18,7,39,17,11,13,11,57,31,163,85,132,168,124,188,119,54,61,6460
"G0202300","2020-2024","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02230",,,"02230","Skagway Municipality, Alaska",1244,1244,872,10,69,100,0,42,151,28,123,968,0,0,0,0,0,0,0,0,0,40,1,11,1,3,7,270,65,87,150,57,210,47,11,8,81136,"Skagway Municipality, Alaska",102,102,106,18,81,59,10,76,82,19,80,107,10,10,10,10,10,10,10,10,10,38,3,22,2,8,19,63,81,54,37,28,85,27,12,7,17376
"G0202400","2020-2024","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US02240",,,"02240","Southeast Fairbanks Census Area, Alaska",7068,7068,5243,57,647,120,37,41,923,216,707,4748,16,0,0,0,0,0,16,30,1,21,20,53,62,43,59,1417,270,486,782,369,753,317,33,0,73882,"Southeast Fairbanks Census Area, Alaska",-555555555,-555555555,88,41,109,76,40,69,138,93,109,109,16,15,15,15,15,15,23,49,2,16,19,24,32,54,65,185,102,127,139,91,145,96,43,15,9413
